word,trans,kk,level
album,相簿；音樂專輯, /'ælbəm/,2
alike,相似的；同樣地, /ə'laɪk/,2
alive,活著的；有生氣的, /ə'laɪv/,2
all,全部的；所有的, /ɔl/,2
allow,允許；准許, /ə'laʊ/,2
almost,幾乎；差不多, /'ɔl'most/,2
alone,單獨的；獨自的, /ə'lon/,2
along,沿著；一起, /ə'lɔŋ/,2
already,已經, /ɔl'rɛdɪ/,2
also,也；此外, /'ɔlso/,2
altogether,完全；總共, /'ɔltə'ɡɛðɚ/,2
always,總是；永遠, /'ɔlwez/,2
ambition,抱負；野心, /æm'bɪʃən/,2
ambulance,救護車, /'æmbjələns/,2
among,在…之中, /ə'mʌŋ/,2
amount,數量；總額, /ə'maʊnt/,2
ancient,古代的；古老的, /'enʃənt/,2
and,和；而且, /ænd/,2
anger,憤怒；生氣, /'æŋɡɚ/,2
angry,生氣的；憤怒的, /'æŋɡrɪ/,2
animal,動物, /'ænəməl/,2
ankle,腳踝, /'æŋkl/,2
announce,宣布；通告, /ə'naʊns/,2
another,另一個的；再一個, /ə'nʌðɚ/,2
answer,回答；答案, /'ænsɚ/,2
ant,螞蟻, /ænt/,2
anxious,焦慮的；急切的, /'æŋkʃəs/,2
any,任何的；一些, /'ɛnɪ/,2
anybody,任何人, /'ɛnɪ'bɑdɪ/,2
anyhow,無論如何, /'ɛnɪ'haʊ/,2
anyone,任何人, /'ɛnɪ'wʌn/,2
anything,任何事物, /'ɛnɪ'θɪŋ/,2
anyway,無論如何, /'ɛnɪ'we/,2
anywhere,任何地方, /'ɛnɪ'hwɛr/,2
apartment,公寓, /ə'pɑrtmənt/,2
apologize,道歉, /ə'pɑlə'dʒaɪz/,2
appearance,外表；出現, /ə'pɪrəns/,2
apple,蘋果, /'æpl/,2
apply,申請；應用, /ə'plaɪ/,2
appreciate,欣賞；感激, /ə'priʃɪ'et/,2
area,區域；面積, /'ɛrɪə/,2
argue,爭論；主張, /'ɑrɡju/,2
arm,手臂；武器, /ɑrm/,2
army,陸軍；軍隊, /'ɑrmɪ/,2
around,在四周；大約, /ə'raʊnd/,2
arrange,安排；整理, /ə'rendʒ/,2
arrest,逮捕；拘留, /ə'rɛst/,2
arrival,到達；到達者, /ə'raɪvl/,2
arrive,到達；抵達, /ə'raɪv/,2
art,藝術；美術, /ɑrt/,2
article,文章；物品, /'ɑrtɪkl/,2
artist,藝術家；畫家, /'ɑrtɪst/,2
as,如同；當…時, /æz/,2
ash,灰燼；草木灰, /æʃ/,2
ashamed,羞愧的；難為情的, /ə'ʃemd/,2
ask,詢問；要求, /æsk/,2
asleep,睡著的, /ə'slip/,2
assistant,助手；助理, /ə'sɪstənt/,2
assume,假設；認為, /ə'sum/,2
at,在…地點；在…時間, /æt/,2
attack,攻擊；進攻, /ə'tæk/,2
attend,出席；參加, /ə'tɛnd/,2
attention,注意；關心, /ə'tɛnʃən/,2
attitude,態度；看法, /'ætə'tjud/,2
attract,吸引；引起, /ə'trækt/,2
audience,觀眾；聽眾, /'ɔdɪəns/,2
aunt,伯母；嬸嬸；姑母；姨母, /ænt/,2
author,作者；作家, /'ɔθɚ/,2
autumn,秋天, /'ɔtəm/,2
available,可獲得的；有空的, /ə'veləbl/,2
avoid,避免；躲避, /ə'vɔɪd/,2
awake,醒著的；警覺的, /ə'wek/,2
aware,意識到的；察覺到的, /ə'wɛr/,2
away,離開；遠離, /ə'we/,2
awful,糟糕的；極壞的, /'ɔfl/,2
baby,嬰兒, /'bebɪ/,2
back,背部；後面的, /bæk/,2
background,背景, /'bæk'ɡraʊnd/,2
backward,向後的；倒退地, /'bækwɚd/,2
bad,壞的；差的, /bæd/,2
badly,嚴重地；非常, /'bædlɪ/,2
bag,袋子；包包, /bæɡ/,2
baggage,行李, /'bæɡɪdʒ/,2
bake,烘焙；烤, /bek/,2
balance,平衡；結餘, /'bæləns/,2
ball,球；舞會, /bɔl/,2
balloon,氣球, /bə'lun/,2
banana,香蕉, /bə'nænə/,2
band,樂隊；帶子, /bænd/,2
bank,銀行；河岸, /bæŋk/,2
bar,酒吧；條/塊, /bɑr/,2
bargain,討價還價；便宜貨, /'bɑrɡɪn/,2
bark,狗吠；樹皮, /bɑrk/,2
base,基礎；基地, /bes/,2
basement,地下室, /'besmənt/,2
basic,基本的；基礎的, /'besɪk/,2
basis,基礎；根據, /'besɪs/,2
basket,籃子, /'bæskɪt/,2
basketball,籃球, /'bæskɪt'bɔl/,2
bat,球棒；蝙蝠, /bæt/,2
bath,洗澡；浴室, /bæθ/,2
bathe,洗澡；浸泡, /beð/,2
bathroom,浴室；洗手間, /'bæθ'rum/,2
battery,電池, /'bætərɪ/,2
battle,戰鬥；戰役, /'bætl/,2
bay,海灣, /be/,2
be,是；存在, /bi/,2
beach,海灘；沙灘, /bitʃ/,2
bean,豆子, /bin/,2
bear,熊；承受；忍受, /bɛr/,2
beard,鬍須, /bɪrd/,2
beat,敲打；打敗, /bit/,2
beautiful,美麗的；漂亮的, /'bjutəfəl/,2
beauty,美麗；美人, /'bjutɪ/,2
because,因為, /bɪ'kɔz/,2
become,變成；成為, /bɪ'kʌm/,2
bed,床, /bɛd/,2
bedroom,臥室, /'bɛd'rum/,2
bee,蜜蜂, /bi/,2
beef,牛肉, /bif/,2
beer,啤酒, /bɪr/,2
before,在…之前, /bɪ'fɔr/,2
beg,乞求；請求, /bɛɡ/,2
begin,開始, /bɪ'ɡɪn/,2
beginner,初學者, /bɪ'ɡɪnɚ/,2
beginning,開始；開端, /bɪ'ɡɪnɪŋ/,2
behave,表現；舉止得體, /bɪ'hev/,2
behavior,行為；舉止, /bɪ'hevjɚ/,2
behind,在…後面, /bɪ'haɪnd/,2
belief,信仰；相信, /bɪ'lif/,2
believe,相信, /bɪ'liv/,2
bell,鈴；鐘, /bɛl/,2
belong,屬於, /bɪ'lɔŋ/,2
below,在…下面, /bɪ'lo/,2
belt,腰帶；皮帶, /bɛlt/,2
bench,長椅, /bɛntʃ/,2
bend,彎曲；轉彎, /bɛnd/,2
beneath,在…下方, /bɪ'niθ/,2
benefit,利益；好處, /'bɛnəfɪt/,2
beside,在…旁邊, /bɪ'saɪd/,2
besides,此外；除了…之外, /bɪ'saɪdz/,2
best,最好的, /bɛst/,2
better,更好的, /'bɛtɚ/,2
between,在…之間, /bɪ'twin/,2
beyond,超越；在…那一邊, /bɪ'jɑnd/,2
bicycle,腳踏車；自行車, /'baɪsɪkl/,2
big,大的, /bɪɡ/,2
bike,腳踏車, /baɪk/,2
bill,帳單；鈔票, /bɪl/,2
bind,綁；捆綁, /baɪnd/,2
biology,生物學, /baɪ'ɑlədʒɪ/,2
bird,鳥, /bɝd/,2
birth,出生；誕生, /bɝθ/,2
birthday,生日, /'bɝθ'de/,2
bit,一點點；少量, /bɪt/,2
bite,咬, /baɪt/,2
bitter,苦的；痛苦的, /'bɪtɚ/,2
black,黑色的, /blæk/,2
blackboard,黑板, /'blæk'bɔrd/,2
blame,責備；怪罪, /blem/,2
blank,空白的；空虛的, /blæŋk/,2
blanket,毛毯；毯子, /'blæŋkɪt/,2
bleed,流血, /blid/,2
bless,祝福；保佑, /blɛs/,2
blind,失明的；盲目的, /blaɪnd/,2
block,街區；阻塞, /blɑk/,2
blood,血液, /blʌd/,2
blouse,女襯衫, /blaʊs/,2
blow,吹；吹氣, /blo/,2
blue,藍色的, /blu/,2
board,木板；董事會；登機, /bɔrd/,2
boat,小船, /bot/,2
body,身體, /'bɑdɪ/,2
boil,沸騰；煮沸, /bɔɪl/,2
bomb,炸彈, /bɑm/,2
bone,骨頭, /bon/,2
book,書本；預訂, /bʊk/,2
bookstore,書店, /'bʊk'stɔr/,2
boot,靴子, /but/,2
border,邊界；邊境, /'bɔrdɚ/,2
bored,感到無聊的, /bɔrd/,2
boring,令人無聊的, /'bɔrɪŋ/,2
born,出生的, /bɔrn/,2
borrow,借入, /'bɑro/,2
boss,老闆, /bɔs/,2
both,兩者都, /boθ/,2
bother,打擾；煩惱, /'bɑðɚ/,2
bottle,瓶子, /'bɑtl/,2
bottom,底部, /'bɑtəm/,2
bow,弓；鞠躬, /baʊ/,2
bowl,碗, /bol/,2
bowling,保齡球, /'bolɪŋ/,2
box,箱子；盒子, /bɑks/,2
boy,男孩, /bɔɪ/,2
brain,大腦；智力, /bren/,2
brake,煞車, /brek/,2
branch,樹枝；分公司, /bræntʃ/,2
brand,品牌, /brænd/,2
brave,勇敢的, /brev/,2
bread,麵包, /brɛd/,2
break,打破；休息, /brek/,2
breakfast,早餐, /'brɛkfəst/,2
breast,乳房；胸膛, /brɛst/,2
breath,呼吸；氣息, /brɛθ/,2
breathe,呼吸, /brið/,2
brick,磚塊, /brɪk/,2
bridge,橋樑, /brɪdʒ/,2
brief,簡短的；扼要的, /brif/,2
bright,明亮的；聰明的, /braɪt/,2
brilliant,傑出的；燦爛的, /'brɪljənt/,2
bring,帶來；攜帶, /brɪŋ/,2
broad,寬廣的, /brɔd/,2
broadcast,廣播；播送, /'brɔd'kæst/,2
brother,兄弟, /'brʌðɚ/,2
brown,棕色的, /braʊn/,2
brush,刷子；刷, /brʌʃ/,2
bucket,水桶, /'bʌkɪt/,2
buffet,自助餐, /bə'fe/,2
bug,昆蟲；小蟲, /bʌɡ/,2
build,建造；建立, /bɪld/,2
building,建築物, /'bɪldɪŋ/,2
bullet,子彈, /'bʊlɪt/,2
bunch,串；束, /bʌntʃ/,2
burden,負擔；重擔, /'bɝdn/,2
burn,燃燒；燒傷, /bɝn/,2
burst,爆裂；突然發生, /bɝst/,2
bury,埋葬；掩埋, /'bɛrɪ/,2
bus,公車, /bʌs/,2
bush,灌木, /bʊʃ/,2
business,商業；生意, /'bɪznɪs/,2
businessman,商人, /'bɪznɪsmæn/,2
busy,忙碌的, /'bɪzɪ/,2
but,但是, /bʌt/,2
butter,奶油, /'bʌtɚ/,2
butterfly,蝴蝶, /'bʌtɚ'flaɪ/,2
button,鈕扣；按鈕, /'bʌtn/,2
buy,購買, /baɪ/,2
by,在…旁邊；被, /baɪ/,2
cabbage,高麗菜；高麗菜頭, /'kæbɪdʒ/,2
cable,電纜；纜繩, /'kebl/,2
cafe,咖啡館, /kæ'fe/,2
cafeteria,自助餐廳, /'kæfə'tɪrɪə/,2
cage,鳥籠；籠子, /kedʒ/,2
cake,蛋糕, /kek/,2
calendar,日曆, /'kæləndɚ/,2
call,打電話；呼喚, /kɔl/,2
calm,平靜的；鎮靜的, /kɑm/,2
camera,相機, /'kæmərə/,2
camp,露營；營地, /kæmp/,2
campaign,運動；活動, /kæm'pen/,2
can,能；會；罐頭, /kæn/,2
cancel,取消, /'kænsl/,2
cancer,癌症, /'kænsɚ/,2
candidate,候選人, /'kændədət/,2
candle,蠟燭, /'kændl/,2
candy,糖果, /'kændɪ/,2
cap,棒球帽；蓋子, /kæp/,2
capable,有能力的, /'kepəbl/,2
capacity,容量；能力, /kə'pæsətɪ/,2
capital,首都；資本；大寫字母, /'kæpətl/,2
captain,船長；隊長, /'kæptən/,2
car,汽車, /kɑr/,2
card,卡片, /kɑrd/,2
care,關心；照顧, /kɛr/,2
career,事業；職業, /kə'rɪr/,2
careful,小心謹慎的, /'kɛrfəl/,2
careless,粗心的；疏忽的, /'kɛrlɪs/,2
carpet,地毯, /'kɑrpɪt/,2
carrot,胡蘿蔔, /'kærət/,2
carry,提；拿；攜帶, /'kærɪ/,2
cart,手推車, /kɑrt/,2
cartoon,卡通, /kɑr'tun/,2
case,情況；案件；盒子, /kes/,2
cash,現金, /kæʃ/,2
cassette,卡帶, /kə'sɛt/,2
cast,投；擲；演員陣容, /kæst/,2
castle,城堡, /'kæsl/,2
cat,貓, /kæt/,2
catch,接住；抓住, /kætʃ/,2
category,類別；範疇, /'kætə'ɡɔrɪ/,2
cause,導致；原因, /kɔz/,2
cease,停止；終止, /sis/,2
ceiling,天花板, /'silɪŋ/,2
celebrate,慶祝, /'sɛlə'bret/,2
cell,細胞；單人牢房, /sɛl/,2
cent,分（貨幣單位）, /sɛnt/,2
center,中心, /'sɛntɚ/,2
central,中央的；核心的, /'sɛntrəl/,2
century,世紀；一百年, /'sɛntʃərɪ/,2
cereal,穀類麥片, /'sɪrɪəl/,2
certain,確定的；某個, /'sɝtn/,2
certainly,當然；必定, /'sɝtnlɪ/,2
chain,鎖鏈；連鎖店, /tʃen/,2
chair,椅子, /tʃɛr/,2
chairman,主席；董事長, /'tʃɛrmən/,2
chalk,粉筆, /tʃɔk/,2
challenge,挑戰, /'tʃælɪndʒ/,2
chance,機會；運氣, /tʃæns/,2
change,改變；找零, /tʃendʒ/,2
channel,頻道；海峽, /'tʃænl/,2
chapter,章節, /'tʃæptɚ/,2
character,性格；角色, /'kærəktɚ/,2
charge,收費；控告；充電, /tʃɑrdʒ/,2
chart,圖表, /tʃɑrt/,2
chase,追逐；追求, /tʃes/,2
cheap,便宜的, /tʃip/,2
cheat,作弊；欺騙, /tʃit/,2
check,檢查；支票, /tʃɛk/,2
cheer,歡呼；加油, /tʃɪr/,2
cheerful,快樂的；興高采烈的, /'tʃɪrfəl/,2
cheese,起司, /tʃiz/,2
chemical,化學的；化學製品, /'kɛmɪkl/,2
cherry,櫻桃, /'tʃɛrɪ/,2
chess,西洋棋, /tʃɛs/,2
chest,胸膛；箱子, /tʃɛst/,2
chicken,雞；雞肉, /'tʃɪkɪn/,2
chief,主要的；首領, /tʃif/,2
child,小孩, /tʃaɪld/,2
childhood,童年, /'tʃaɪld'hʊd/,2
childish,幼稚的, /'tʃaɪldɪʃ/,2
childlike,天真的；孩子般的, /'tʃaɪld'laɪk/,2
chin,下巴, /tʃɪn/,2
china,瓷器, /'tʃaɪnə/,2
chocolate,巧克力, /'tʃɔklət/,2
choice,選擇, /tʃɔɪs/,2
choose,選擇；挑選, /tʃuz/,2
chopstick,筷子, /'tʃɑp'stɪk/,2
Christmas,聖誕節, /'krɪsməs/,2
church,教堂, /tʃɝtʃ/,2
circle,圓圈；循環, /'sɝkl/,2
citizen,公民；市民, /'sɪtəzn/,2
city,城市, /'sɪtɪ/,2
civil,公民的；民事的, /'sɪvl/,2
claim,宣稱；要求, /klem/,2
class,班級；課堂, /klæs/,2
classic,經典的；名著, /'klæsɪk/,2
classical,古典的, /'klæsɪkl/,2
classmate,同班同學, /'klæs'met/,2
classroom,教室, /'klæs'rum/,2
clean,乾淨的；打掃, /klin/,2
clear,清楚的；晴朗的, /klɪr/,2
clerk,店員；店員/文員, /klɝk/,2
clever,聰明的, /'klɛvɚ/,2
climate,氣候, /'klaɪmət/,2
climb,攀爬, /klaɪm/,2
clinic,診所, /'klɪnɪk/,2
clock,時鐘, /klɑk/,2
close,關閉；親密的, /kloz/,2
closet,衣櫥；壁櫥, /'klɑzɪt/,2
cloth,布料, /klɔθ/,2
clothes,衣服, /kloz/,2
clothing,衣物；服裝, /'kloðɪŋ/,2
cloud,雲, /klaʊd/,2
cloudy,多雲的；陰天的, /'klaʊdɪ/,2
club,社團；俱樂部, /klʌb/,2
coach,教練；客車, /kotʃ/,2
coal,煤炭, /kol/,2
coast,海岸, /kost/,2
coat,外套；大衣, /kot/,2
cock,公雞, /kɑk/,2
cockroach,蟑螂, /'kɑk'rotʃ/,2
cocoa,可可, /'koko/,2
coffee,咖啡, /'kɑfɪ/,2
coin,硬幣, /kɔɪn/,2
cold,冷的；感冒, /kold/,2
collect,收集；聚集, /kə'lɛkt/,2
collection,收集；收藏品, /kə'lɛkʃən/,2
college,大學；學院, /'kɑlɪdʒ/,2
color,顏色, /'kʌlɚ/,2
colorful,色彩豐富的, /'kʌlɚfəl/,2
column,專欄；圓柱, /'kɑləm/,2
comb,梳子；梳頭, /kom/,2
combine,結合；聯合, /kəm'baɪn/,2
come,來；到達, /kʌm/,2
comedy,喜劇, /'kɑmədɪ/,2
comfort,安慰；舒適, /'kʌmfɚt/,2
comfortable,舒適的；舒服的, /'kʌmfɚtəbl/,2
command,命令；指揮, /kə'mænd/,2
comment,評論；意見, /'kɑmɛnt/,2
commercial,商業的；電視廣告, /kə'mɝʃəl/,2
commit,犯（罪）；承諾, /kə'mɪt/,2
committee,委員會, /kə'mɪtɪ/,2
common,常見的；共同的, /'kɑmən/,2
communication,溝通；通訊, /kə'mjunə'keʃən/,2
community,社區；共同體, /kə'mjunətɪ/,2
company,公司；陪伴, /'kʌmpənɪ/,2
compare,比較, /kəm'pɛr/,2
comparison,比較；對照, /kəm'pærəsn/,2
compete,競爭；比賽, /kəm'pit/,2
competition,競爭；競賽, /'kɑmpə'tɪʃən/,2
complain,抱怨, /kəm'plen/,2
complaint,抱怨；抗議, /kəm'plent/,2
complete,完成；完整的, /kəm'plit/,2
complex,複雜的；複合體, /kəm'plɛks/,2
concern,關心；關照, /kən'sɝn/,2
concert,音樂會, /'kɑnsɚt/,2
conclude,下結論；結束, /kən'klud/,2
conclusion,結論, /kən'kluʒən/,2
condition,條件；狀況, /kən'dɪʃən/,2
conduct,引導；行為；實施, /kən'dʌkt/,2
confidence,信心；自信, /'kɑnfədəns/,2
confident,有信心的, /'kɑnfədənt/,2
confuse,使困惑；混淆, /kən'fjuz/,2
confusion,困惑；混亂, /kən'fjuʒən/,2
congratulation,祝賀；恭喜, /kən'ɡrætʃə'leʃən/,2
connect,連接；連結, /kə'nɛkt/,2
connection,連接；關係, /kə'nɛkʃən/,2
conscious,意識到的；清醒的, /'kɑnʃəs/,2
consider,考慮；認為, /kən'sɪdɚ/,2
considerable,相當大的；相當多的, /kən'sɪdərəbl/,2
consideration,考慮；體貼, /kən'sɪdə'reʃən/,2
constant,持續的；恆定的, /'kɑnstənt/,2
construct,建造；構想, /kən'strʌkt/,2
construction,建造；建設, /kən'strʌkʃən/,2
contact,接觸；聯繫, /'kɑntækt/,2
contain,包含；容納, /kən'ten/,2
container,容器, /kən'tenɚ/,2
content,內容；滿意的, /'kɑntɛnt/,2
continue,繼續, /kən'tɪnju/,2
contract,合約；簽約, /'kɑntrækt/,2
control,控制；掌控, /kən'trol/,2
conversation,對話；談話, /'kɑnvɚ'seʃən/,2
cook,烹調；廚師, /kʊk/,2
cookie,餅乾, /'kʊkɪ/,2
cool,涼爽的；酷的, /kul/,2
cooperate,合作；配合, /ko'ɑpə'ret/,2
cooperation,合作, /ko'ɑpə'reʃən/,2
cope,應付；處理, /kop/,2
copy,複製；副本, /'kɑpɪ/,2
corn,玉米, /kɔrn/,2
corner,角落；轉角, /'kɔrnɚ/,2
correct,正確的；訂正, /kə'rɛkt/,2
cost,花費；成本, /kɔst/,2
costume,服裝；戲服, /'kɑstjum/,2
cottage,農舍；小屋, /'kɑtɪdʒ/,2
cotton,棉花, /'kɑtn/,2
cough,咳嗽, /kɔf/,2
count,數數；計算, /kaʊnt/,2
counter,櫃檯, /'kaʊntɚ/,2
country,國家；鄉下, /'kʌntrɪ/,2
countryside,鄉村, /'kʌntrɪ'saɪd/,2
couple,一對；夫妻, /'kʌpl/,2
courage,勇氣, /'kɝɪdʒ/,2
course,課程；過程, /kɔrs/,2
court,法庭；球場, /kɔrt/,2
cousin,堂/表兄弟姊妹, /'kʌzn/,2
cover,覆蓋；封面, /'kʌvɚ/,2
cow,母牛；乳牛, /kaʊ/,2
cowboy,牛仔, /'kaʊ'bɔɪ/,2
crab,螃蟹, /kræb/,2
crash,碰撞；墜毀, /kræʃ/,2
crayon,蠟筆, /'kreən/,2
crazy,瘋狂的, /'krezɪ/,2
cream,鮮奶油；奶油, /krim/,2
create,創造, /kri'et/,2
creation,創造；作品, /kri'eʃən/,2
creative,有創造力的, /kri'etɪv/,2
creature,生物；動物, /'kritʃɚ/,2
credit,信用；學分, /'krɛdɪt/,2
crew,全體船員/機組人員, /kru/,2
crime,犯罪；罪行, /kraɪm/,2
criminal,罪犯；刑事的, /'krɪmənL/,2
crisis,危機, /'kraɪsɪs/,2
crop,農作物, /krɑp/,2
cross,跨越；十字架, /krɔs/,2
crowd,人群, /kraʊd/,2
crowded,擁擠的, /'kraʊdɪd/,2
cruel,殘忍的, /'krʊəl/,2
cry,哭泣；大喊, /kraɪ/,2
culture,文化, /'kʌltʃɚ/,2
cultural,文化的, /'kʌltʃərəl/,2
cup,杯子, /kʌp/,2
cupboard,碗櫃；櫥櫃, /'kʌbɚd/,2
cure,治癒；治療法, /kjʊr/,2
curious,好奇的, /'kjʊrɪəs/,2
current,當前的；水流, /'kɝənt/,2
curtain,窗簾, /'kɝtn/,2
curve,轉彎；轉向；曲線, /kɝv/,2
custom,風俗；習慣, /'kʌstəm/,2
customer,顧客；客人, /'kʌstəmɚ/,2
cut,剪；切, /kʌt/,2
cute,可愛的, /kjut/,2
damage,損害；傷害, /'dæmɪdʒ/,2
dance,跳舞；舞蹈, /dæns/,2
dancer,舞者, /'dænsɚ/,2
danger,危險, /'dendʒɚ/,2
dangerous,危險的, /'dendʒərəs/,2
dare,敢；敢於, /dɛr/,2
dark,黑暗的；深色的, /dɑrk/,2
dash,猛衝；急奔, /dæʃ/,2
data,資料；數據, /'detə/,2
date,日期；約會, /det/,2
daughter,女兒, /'dɔtɚ/,2
day,白天；一天, /de/,2
dead,死亡的；沒電的, /dɛd/,2
deal,交易；處理, /dil/,2
dear,親愛的, /dɪr/,2
death,死亡, /dɛθ/,2
debate,辯論；討論, /dɪ'bet/,2
debt,債務；借款, /dɛt/,2
decide,決定, /dɪ'saɪd/,2
decision,決定, /dɪ'sɪʒən/,2
declare,宣佈；聲明, /dɪ'klɛr/,2
decrease,減少；降低, /dɪ'kris/,2
deep,深的, /dip/,2
deer,鹿, /dɪr/,2
defeat,打敗；戰勝, /dɪ'fit/,2
defend,防禦；辯護, /dɪ'fɛnd/,2
defense,防禦；保衛, /dɪ'fɛns/,2
definitely,明確地；肯定地, /'dɛfənɪtlɪ/,2
degree,度數；學位, /dɪ'ɡri/,2
delay,延遲；耽擱, /dɪ'le/,2
delicious,美味的, /dɪ'lɪʃəs/,2
delight,欣喜；使高興, /dɪ'laɪt/,2
deliver,傳送；遞送, /dɪ'lɪvɚ/,2
demand,要求；需求, /dɪ'mænd/,2
demonstrate,示範；證明, /'dɛmən'stret/,2
dentist,牙醫, /'dɛntɪst/,2
deny,否認；拒絕, /dɪ'naɪ/,2
department,部門；系, /dɪ'pɑrtmənt/,2
depend,依靠；依賴, /dɪ'pɛnd/,2
deposit,存款；押金, /dɪ'pɑzɪt/,2
describe,描述；形容, /dɪ'skraɪb/,2
description,描繪；描述, /dɪ'skrɪpʃən/,2
desert,沙漠；拋棄, /'dɛzɚt/,2
design,設計, /dɪ'zaɪn/,2
desire,渴望；慾望, /dɪ'zaɪr/,2
desk,書桌, /dɛsk/,2
desperate,絕望的；拼命的, /'dɛspərət/,2
despite,儘管, /dɪ'spaɪt/,2
dessert,點心；甜點, /dɪ'zɝt/,2
destroy,破壞；毀壞, /dɪ'strɔɪ/,2
detail,細節, /dɪ'tel/,2
determine,決定；確定, /dɪ'tɝmɪn/,2
develop,發展；開發, /dɪ'vɛləp/,2
development,發展；開發, /dɪ'vɛləpmənt/,2
device,裝置；設備, /dɪ'vaɪs/,2
devil,魔鬼；惡魔, /'dɛvl/,2
dialogue,對話, /'daɪə'lɔɡ/,2
diamond,鑽石, /'daɪəmənd/,2
diary,日記, /'daɪərɪ/,2
dictionary,字典, /'dɪkʃən'ɛrɪ/,2
die,死亡, /daɪ/,2
diet,日常飲食；節食, /'daɪət/,2
difference,不同；差異, /'dɪfrəns/,2
different,不同的, /'dɪfrənt/,2
difficult,困難的, /'dɪfəkəlt/,2
difficulty,困難, /'dɪfəkəltɪ/,2
dig,挖掘, /dɪɡ/,2
digital,數位的, /'dɪdʒətL/,2
dining,用餐, /'daɪnɪŋ/,2
dinner,晚餐, /'dɪnɚ/,2
dinosaur,恐龍, /'daɪnə'sɔr/,2
dip,浸；泡, /dɪp/,2
direct,直接的；指導, /də'rɛkt/,2
direction,方向；指引, /də'rɛkʃən/,2
director,導演；主管, /də'rɛktɚ/,2
dirty,髒的, /'dɝtɪ/,2
disagree,不同意, /'dɪsə'ɡri/,2
disappear,消失, /'dɪsə'pɪr/,2
disappoint,使失望, /'dɪsə'pɔɪnt/,2
disaster,災難, /dɪ'zæstɚ/,2
discover,發現, /dɪ'skʌvɚ/,2
discovery,發現；被發現的事物, /dɪ'skʌvərɪ/,2
discuss,討論, /dɪ'skʌs/,2
discussion,討論, /dɪ'skʌʃən/,2
disease,疾病, /dɪ'ziz/,2
dish,盤子；菜餚, /dɪʃ/,2
dishonest,不誠實的, /dɪs'ɑnɪst/,2
disk,磁碟；光碟, /dɪsk/,2
dislike,不喜歡；討厭, /dɪs'laɪk/,2
dismiss,解僱；遣散, /dɪs'mɪs/,2
distance,距離, /'dɪstəns/,2
distant,遙遠的, /'dɪstənt/,2
district,區域；行政區, /'dɪstrɪkt/,2
divide,分開；除以, /də'vaɪd/,2
do,做, /du/,2
doctor,醫生；博士, /'dɑktɚ/,2
dog,狗, /dɔɡ/,2
doll,洋娃娃, /dɑl/,2
dollar,元（貨幣單位）, /'dɑlɚ/,2
dolphin,海豚, /'dɑlfɪn/,2
donkey,驢子, /'dɑŋkɪ/,2
door,門, /dɔr/,2
doorbell,門鈴, /'dɔr'bɛl/,2
doubt,懷疑, /daʊt/,2
doughnut,甜甜圈, /'do'nʌt/,2
down,向下；往下, /daʊn/,2
downstairs,在樓下；樓下, /'daʊn'stɛrz/,2
downtown,市中心, /'daʊn'taʊn/,2
dozen,一打（12個）, /'dʌzn/,2
drag,拖；拉, /dræɡ/,2
dragon,龍, /'dræɡən/,2
drama,戲劇, /'drɑmə/,2
draw,畫；拉, /drɔ/,2
