word,trans,kk,level
imitate,模仿；仿效,/ˈɪməˌtet/,3
immense,巨大的；廣大的,/ɪˈmɛns/,3
immigrate,移居入境,/ˈɪməˌɡret/,3
immune,免疫的；不受影響的,/ɪˈmjun/,3
impact,衝擊；影響,/ˈɪmpækt/,3
impair,損害；削弱,/ɪmˈpɛr/,3
impart,傳授；告知,/ɪmˈpɑrt/,3
imperative,必要的；緊急的,/ɪmˈpɛrətɪv/,3
implement,實施；執行,/ˈɪmpləmənt/,3
imply,暗示；意味著,/ɪmˈplaɪດ/,3
impose,強制實行；課徵,/ɪmˈpoz/,3
word,trans,kk,level
jacket,夾克；外套,/ˈdʒækɪt/,3
jail,監獄；拘留所,/dʒel/,3
jam,果醬；塞車；夾塞,/dʒæm/,3
janitor,清潔工；看守人,/ˈdʒænətər/,3
jar,罐子；玻璃瓶,/dʒɑr/,3
jaw,下巴；顎,/dʒɔ/,3
jealous,嫉妒的；吃醋的,/ˈdʒɛləs/,3
jeer,嘲笑；奚落,/dʒɪr/,3
jelly,果凍,/ˈdʒɛli/,3
jeopardize,危及；損害,/ˈdʒɛpɚˌdaɪz/,3
jerk,猛然一拉；混蛋,/dʒɜrk/,3
jewel,珠寶；寶石,/ˈdʒuəl/,3
jingle,叮噹聲,/ˈdʒɪŋɡəl/,3
jog,慢跑,/dʒɑɡ/,3
joint,關節；接合處,/dʒɔɪnt/,3
jolly,快樂的；愉快的,/ˈdʒɑli/,3
journal,日誌；期刊,/ˈdʒɜrnəl/,3
jovial,快樂的；歡樂的,/ˈdʒovjəl/,3
juba,歡慶舞,/ˈdʒubə/,3
judge,法官；評判,/dʒʌdʒ/,3
word,trans,kk,level
kaleidoscope,萬花筒；千變萬化,/kəˈlaɪdəˌskop/,3
kangaroo,袋鼠,/ˌkæŋɡəˈru/,3
keen,熱切的；敏銳的,/kin/,3
keeper,看守人；飼養員,/ˈkipər/,3
kernel,仁；核心,/ˈkɜrnəl/,3
kettle,水壺,/ˈkɛtəl/,3
keynote,基調；主旨,/ˈkiˌnot/,3
kidnap,綁架；誘拐,/ˈkɪdˌnæp/,3
kidney,腎臟,/ˈkɪdni/,3
kindle,點燃；激起,/ˈkɪndəl/,3
kinetic,動力的；運動的,/kəˈnɛtɪk/,3
kingdom,王國,/ˈkɪŋdəm/,3
kinsman,親戚；族人,/ˈkɪnzmən/,3
kiss,親吻,/kɪs/,3
kit,成套工具；裝備,/kɪt/,3
kite,風箏,/kaɪt/,3
kitten,小貓,/ˈkɪtən/,3
knack,巧技；訣竅,/næk/,3
kneel,跪下,/nil/,3
knight,騎士；爵士,/naɪt/,3
word,trans,kk,level
kaleidoscope,萬花筒；千變萬化,/kəˈlaɪdəˌskop/,3
kangaroo,袋鼠,/ˌkæŋɡəˈru/,3
keen,熱切的；敏銳的,/kin/,3
keeper,看守人；飼養員,/ˈkipər/,3
kernel,仁；核心,/ˈkɜrnəl/,3
kettle,水壺,/ˈkɛtəl/,3
keynote,基調；主旨,/ˈkiˌnot/,3
kidnap,綁架；誘拐,/ˈkɪdˌnæp/,3
kidney,腎臟,/ˈkɪdni/,3
kindle,點燃；激起,/ˈkɪndəl/,3
kinetic,動力的；運動的,/kəˈnɛtɪk/,3
kingdom,王國,/ˈkɪŋdəm/,3
kinsman,親戚；族人,/ˈkɪnzmən/,3
kiss,親吻,/kɪs/,3
kit,成套工具；裝備,/kɪt/,3
kite,風箏,/kaɪt/,3
kitten,小貓,/ˈkɪtən/,3
knack,巧技；訣竅,/næk/,3
kneel,跪下,/nil/,3
knight,騎士；爵士,/naɪt/,3
word,trans,kk,level
macro,巨型的；宏觀的,/ˈmækro/,3
madam,女士；夫人,/ˈmædəm/,3
magnet,磁鐵；有吸引力的人,/ˈmæɡnət/,3
magnificent,壯麗的；宏偉的,/mæɡˈnɪfəsənt/,3
magnitude,巨大；規模,/ˈmæɡnəˌtud/,3
mainland,大陸；本土,/ˈmenˌlænd/,3
maintain,維持；保養,/mẹnˈten/,3
majesty,陛下；威嚴,/ˈmædʒəsti/,3
malice,惡意；怨恨,/ˈmæləs/,3
mammal,哺乳動物,/ˈmæməl/,3
mandatory,強制性的；命令的,/ˈmændəˌtɔri/,3
manifest,表明；顯示,/ˈmænəˌfɛst/,3
manipulate,操縱；控制,/məˈnɪpjəˌlet/,3
mansion,豪宅；大廈,/ˈmænʃən/,3
margin,邊緣；空白處,/ˈmɑrdʒən/,3
marine,海洋的；海事的,/məˈrin/,3
marshal,元帥；排列,/ˈmɑrʃəl/,3
mask,面具；口罩,/mæsk/,3
massive,巨大的；厚重的,/ˈmæsɪv/,3
mature,成熟的；成年人,/məˈtʊr/,3
word,trans,kk,level
macro,巨型的；宏觀的,/ˈmækro/,3
madam,女士；夫人,/ˈmædəm/,3
magnet,磁鐵；有吸引力的人,/ˈmæɡnət/,3
magnificent,壯麗的；宏偉的,/mæɡˈnɪfəsənt/,3
magnitude,巨大；規模,/ˈmæɡnəˌtud/,3
mainland,大陸；本土,/ˈmenˌlænd/,3
maintain,維持；保養,/mẹnˈten/,3
majesty,陛下；威嚴,/ˈmædʒəsti/,3
malice,惡意；怨恨,/ˈmæləs/,3
mammal,哺乳動物,/ˈmæməl/,3
mandatory,強制性的；命令的,/ˈmændəˌtɔri/,3
manifest,表明；顯示,/ˈmænəˌfɛst/,3
manipulate,操縱；控制,/məˈnɪpjəˌlet/,3
mansion,豪宅；大廈,/ˈmænʃən/,3
margin,邊緣；空白處,/ˈmɑrdʒən/,3
marine,海洋的；海事的,/məˈrin/,3
marshal,元帥；排列,/ˈmɑrʃəl/,3
mask,面具；口罩,/mæsk/,3
massive,巨大的；厚重的,/ˈmæsɪv/,3
mature,成熟的；成年人,/məˈtʊr/,3
word,trans,kk,level
naive,天真的；純真的,/naˈiv/,3
naked,裸體的；無遮蔽的,/ˈnekɪd/,3
name,命名；名字,/nem/,3
narrate,敘述；講故事,/ˈnɛˌret/,3
narrow,狹窄的；使變窄,/ˈnɛro/,3
nasty,污穢的；令人討厭的,/ˈnæsti/,3
nation,國家；民族,/ˈneʃən/,3
native,本國的；本地人,/ˈnetɪv/,3
natural,自然的；天然的,/ˈnætʃərəl/,3
nausea,噁心；暈船,/ˈnɔʒə/,3
naval,海軍的,/ˈnevəl/,3
navigate,導航；航行,/ˈnævəˌɡet/,3
near,靠近；接近,/nɪr/,3
neat,整潔的；俐落的,/nit/,3
necessity,必需品；必要性,/nəˈsɛsəti/,3
negative,負面的；陰性的,/ˈnɛɡətɪv/,3
neglect,忽視；疏忽,/nəˈɡlɛkt/,3
negotiate,談判；協商,/nəˈɡoʃiˌet/,3
neighbor,鄰居,/ˈnebər/,3
nerve,神經；勇氣,/nɜrv/,3
word,trans,kk,level
naive,天真的；純真的,/naˈiv/,3
naked,裸體的；無遮蔽的,/ˈnekɪd/,3
name,命名；名字,/nem/,3
narrate,敘述；講故事,/ˈnɛˌret/,3
narrow,狹窄的；使變窄,/ˈnɛro/,3
nasty,污穢的；令人討厭的,/ˈnæsti/,3
nation,國家；民族,/ˈneʃən/,3
native,本國的；本地人,/ˈnetɪv/,3
natural,自然的；天然的,/ˈnætʃərəl/,3
nausea,噁心；暈船,/ˈnɔʒə/,3
naval,海軍的,/ˈnevəl/,3
navigate,導航；航行,/ˈnævəˌɡet/,3
near,靠近；接近,/nɪr/,3
neat,整潔的；俐落的,/nit/,3
necessity,必需品；必要性,/nəˈsɛsəti/,3
negative,負面的；陰性的,/ˈnɛɡətɪv/,3
neglect,忽視；疏忽,/nəˈɡlɛkt/,3
negotiate,談判；協商,/nəˈɡoʃiˌet/,3
neighbor,鄰居,/ˈnebər/,3
nerve,神經；勇氣,/nɜrv/,3
word,trans,kk,level
oath,誓言；宣誓,/oθ/,3
obedience,服從；順從,/əˈbidns/,3
object,物體；反對,/ˈɑbdʒɪkt/,3
oblige,迫使；施恩於,/əˈblaɪdʒ/,3
obscure,模糊的；費解的,/əbˈskjʊr/,3
observe,觀察；遵守,/əbˈzɜrv/,3
obstacle,障礙；阻礙,/ˈɑbstəkəl/,3
obtain,獲得；取得,/əbˈten/,3
obvious,明顯的；顯而易見的,/ˈɑbviəs/,3
occupy,佔領；使忙碌,/ˈɑkjəˌpaɪ/,3
occur,發生；出現,/əˈkɜr/,3
ocean,海洋,/ˈoʃən/,3
odd,奇數的；奇怪的,/ɑd/,3
offend,冒犯；觸怒,/əˈfɛnd/,3
offer,提供；出價,/ˈɔfər/,3
official,官方的；官員,/əˈfɪʃəl/,3
omit,省略；刪除,/oˈmɪt/,3
ongoing,進行中的；不間斷的,/ˈɑnˌɡoɪŋ/,3
opaque,不透明的；晦澀的,/oˈpek/,3
opinion,意見；看法,/əˈpɪnjən/,3
word,trans,kk,level
pacify,撫慰；平定,/ˈpæsəˌfaɪ/,3
package,包裹；打包,/ˈpækɪdʒ/,3
pagan,異教徒的；異教徒,/ˈpeɡən/,3
pain,疼痛；痛苦,/pen/,3
palace,宮殿；宅邸,/ˈpæləs/,3
palm,手掌；棕櫚樹,/pɑm/,3
pamper,縱容；嬌慣,/ˈpæmpər/,3
panel,面板；座談小組,/ˈpænəl/,3
panic,恐慌；驚慌,/ˈpænɪk/,3
parade,遊行；閱兵,/pəˈred/,3
paradigm,範例；典範,/ˈpɛrəˌdaɪm/,3
paradise,天堂；樂園,/ˈpɛrəˌdaɪs/,3
paralyze,使癱瘓；使麻痺,/ˈpɛrəˌlaɪz/,3
parameter,參數；界限,/pəˈræmətər/,3
parasite,寄生蟲；寄生物,/ˈpɛrəˌsaɪt/,3
parcel,包裹；小包,/ˈpɑrsəl/,3
parliament,議會；國會,/ˈpɑrləmənt/,3
partial,局部的；偏心的,/ˈpɑrʃəl/,3
participate,參與；參加,/pɑrˈtɪsəˌpet/,3
particle,微粒；顆粒,/ˈpɑrtɪkəl/,3
word,trans,kk,level
quaint,古色古香的；別緻的,/kwent/,3
quake,地震；顫抖,/kwek/,3
qualification,資格；條件,/ˌkwɑləfəˈkeʃən/,3
qualify,使具有資格；取得資格,/ˈkwɑləˌfaɪ/,3
quality,品質；特質,/ˈkwɑləti/,3
quantify,量化；確定數量,/ˈkwɑntəˌfaɪ/,3
quantity,數量；分量,/ˈkwɑntəti/,3
quarantine,隔離；檢疫,/ˈkwɔrənˌtin/,3
quarrel,爭吵；爭論,/ˈkwɔrəl/,3
quart,夸脫（容量單位）,/kwɔrt/,3
quarter,四分之一；季度,/ˈkwɔrtər/,3
quartz,石英,/kwɔrts/,3
queen,女王；王后,/kwin/,3
queer,奇怪的；異常的,/kwɪr/,3
quench,熄滅；解渴,/kwɛntʃ/,3
quest,尋找；探索,/kwɛst/,3
question,問題；質疑,/ˈkwɛstʃən/,3
queue,隊列；排隊,/kju/,3
quick,快的；敏捷的,/kwɪk/,3
quiet,安靜的；平靜的,/ˈkwaɪət/,3
word,trans,kk,level
rabbi,猶太教士；拉比,/ˈræbaɪ/,3
race,競賽；種族,/res/,3
rack,架子；痛苦,/ræk/,3
radiant,發光的；容光煥發的,/ˈrediənt/,3
radical,激進的；根本的,/ˈrædɪkəl/,3
radio,收音機；無線電,/ˈrediˌo/,3
radius,半徑；範圍,/ˈrediəs/,3
rag,破布；碎布,/ræɡ/,3
rage,憤怒；狂暴,/redʒ/,3
raid,突襲；搜捕,/red/,3
rail,欄杆；鐵軌,/rel/,3
rain,雨；下雨,/ren/,3
raise,舉起；提升,/rez/,3
rally,集合；集會,/ˈræli/,3
ramble,漫步；閒聊,/ˈræmbəl/,3
ranch,牧場,/ræntʃ/,3
random,隨機的,/ˈrændəm/,3
range,範圍；排列,/rendʒ/,3
rank,等級；排隊,/ræŋk/,3
rapid,快速的；敏捷的,/ˈræpɪd/,3
word,trans,kk,level
sabotage,破壞；毀壞,/ˈsæbəˌtɑʒ/,3
sacred,神聖的；受人崇敬的,/ˈsekrɪd/,3
sacrifice,犧牲；奉獻,/ˈsækrəˌfaɪs/,3
saddle,馬鞍；使負擔,/ˈsædl/,3
safe,安全的；保險箱,/sef/,3
sag,下垂；衰退,/sæɡ/,3
saint,聖人；道德高尚的人,/snt/,3
salad,沙拉,/ˈsæləd/,3
salary,薪水；薪資,/ˈsæləri/,3
sale,出售；拍賣,/sel/,3
saline,含鹽的；生理食鹽水,/ˈselaɪn/,3
salvation,拯救；救贖,/sælˈveʃən/,3
sample,樣品；品嚐,/ˈsæmpəl/,3
sanction,制裁；批准,/ˈsæŋkʃən/,3
sanitary,衛生的；清潔的,/ˈsɛnəˌtɛri/,3
satellite,衛星；人造衛星,/ˈsætəˌlaɪt/,3
satisfy,滿意；使滿足,/ˈsætəsəˌfaɪ/,3
savage,野蠻的；殘暴的,/ˈsævɪdʒ/,3
scale,規模；刻度；秤,/skel/,3
scarcely,幾乎不；簡直沒有,/ˈskɛrsli/,3
word,trans,kk,level
taboo,禁忌；避諱,/təˈbu/,3
tackle,處理；擒抱,/ˈtækəl/,3
tactic,戰術；策略,/ˈtæktɪk/,3
tailor,裁縫；量身訂做,/ˈtelər/,3
tame,馴服的；溫順的,/tem/,3
tangible,有形的；確鑿的,/ˈtændʒəbəl/,3
tangle,糾纏；陷入困境,/ˈtæŋɡəl/,3
tariff,關稅；費率,/ˈtærɪf/,3
task,任務；工作,/tæsk/,3
taunt,嘲弄；奚落,/tɔnt/,3
tax,稅金；負擔,/tæks/,3
tease,戲弄；取笑,/tiz/,3
tedious,沉悶的；冗長乏味的,/ˈtidiəs/,3
temper,脾氣；情緒,/ˈtɛmpər/,3
temple,寺廟；太陽穴,/ˈtɛmpəl/,3
tenant,房客；承租人,/ˈtɛnənt/,3
tendency,傾向；趨勢,/ˈtɛndənsi/,3
terminate,終止；結束,/ˈtɜrməˌnet/,3
terrify,使恐怖；使驚嚇,/ˈtɛrəˌfaɪ/,3
testify,證明；作證,/ˈtɛstəˌfaɪ/,3
word,trans,kk,level
ultimate,最終的；極限的,/ˈʌltəmət/,3
umbrella,雨傘,/ʌmˈbrɛlə/,3
unanimous,全體一致的；無異議的,/juˈnænəməs/,3
unbiased,公正的；無偏見的,/ʌnˈbaɪəst/,3
uncertain,不確定的；未知的,/ʌnˈsɜrtən/,3
undergo,經歷；遭受,/ˌʌndərˈɡo/,3
underlie,構成...的基礎；位於...之下,/ˌʌndərˈlaɪ/,3
undertake,承擔；著手做,/ˌʌndərˈtek/,3
undo,取消；撤銷,/ʌnˈdu/,3
uneasy,不安的；擔憂的,/ʌnˈizi/,3
unfold,展開；透露,/ʌnˈfold/,3
uniform,制服；一致的,/ˈjunəˌfɔrm/,3
unique,獨一無二的；獨特的,/juˈnik/,3
unite,結合；團結,/juˈnaɪt/,3
universal,普遍的；全世界的,/ˌjunəˈvɜrsəl/,3
unleash,釋放；發動,/ʌnˈliʃ/,3
unprecedented,史無前例的,/ʌnˈprɛsəˌdɛntɪd/,3
urban,城市的；都市的,/ˈɜrbən/,3
urge,催促；力勸,/ɜrdʒ/,3
utilize,利用；使用,/ˈjutəlˌaɪz/,3
word,trans,kk,level
vacancy,空缺；空白,/ˈvekənsi/,3
vacant,空的；空缺的,/ˈvekənt/,3
vacate,騰出；空出,/ˈvəket/,3
vacuum,真空；吸塵器,/ˈvækjum/,3
vague,模糊的；不明確的,/veɡ/,3
vain,徒勞的；虛榮的,/ven/,3
valid,有效的；有根據的,/ˈvælɪd/,3
valiant,英勇的；勇敢的,/ˈvæljənt/,3
valley,山谷；流域,/ˈvæli/,3
valuable,有價值的；寶貴的,/ˈvæljuəbəl/,3
vanish,消失；絕跡,/ˈvænɪʃ/,3
vanity,虛榮；自負,/ˈvænəti/,3
variable,多變的；變數,/ˈvɛriəbəl/,3
variation,變化；變異,/ˌvɛriˈeʃən/,3
vast,巨大的；廣闊的,/væst/,3
vector,向量；傳病媒介,/ˈvɛktər/,3
verse,詩;韻,/vɝs/,3
veil,面紗；掩飾,/vel/,3
velocity,速度；速率,/vəˈlɑsəti/,3
venerate,尊敬；崇敬,/ˈvɛnəˌret/,3
venture,冒險；企業,/ˈvɛntʃər/,3
word,trans,kk,level
wages,薪資；工資,/ˈwedʒɪz/,3
wagon,四輪馬車；貨車,/ˈwæɡən/,3
waist,腰部；腰細處,/west/,3
wander,漫遊；閒逛,/ˈwɑndər/,3
wane,衰退；虧缺,/wen/,3
ward,病房；監護,/wɔrd/,3
warehouse,倉庫；貨棧,/ˈwɛrˌhaʊs/,3
warmth,溫暖；熱情,/wɔrmθ/,3
warrant,保證；授權,/ˈwɔrənt/,3
wary,謹慎的；防範的,/ˈwɛri/,3
waste,浪費；廢棄物,/west/,3
waterfall,瀑布,/ˈwɔtərˌfɔl/,3
wave,波浪；揮手,/wev/,3
wax,蠟；月亮盈虧,/wæks/,3
weakness,虛弱；缺點,/ˈwiknəs/,3
wealth,財富；豐富,/wɛlθ/,3
weapon,武器；兵器,/ˈwɛpən/,3
weary,疲倦的；厭倦的,/ˈwɪri/,3
weave,編織；組合,/wiv/,3
weep,哭泣；流淚,/wip/,3
word,trans,kk,level
xenon,氙（化學元素）,/ˈzinɑn/,3
xerox,影印；影印機,/ˈzɪrɑks/,3
xylem,木質部,/ˈzaɪləm/,3
xylophone,木琴,/ˈzaɪləˌfon/,3
word,trans,kk,level
yacht,遊艇,/jɑt/,3
yank,猛拉；猛拽,/jæŋk/,3
yard,碼；庭院,/jɑrd/,3
yarn,紗線；故事,/jɑrn/,3
yearn,渴望；嚮往,/jɜrn/,3
yeast,酵母,/jist/,3
yell,大叫；喊叫,/jɛl/,3
yield,產出；屈服,/jild/,3
yoke,束縛；軛,/jok/,3
youth,年輕；青年,/juθ/,3
word,trans,kk,level
zeal,熱情；熱忱,/zil/,3
zealot,狂熱者；熱心者,/ˈzɛlət/,3
zenith,頂峰；極點,/ˈzinɪθ/,3
zephyr,和風；微風,/ˈzɛfər/,3
zero,零；最低點,/ˈzɪro/,3
zigzag,之字形；曲折前進,/ˈzɪɡˌzæɡ/,3
zinc,鋅,/zɪŋk/,3
zone,地帶；區域,/zon/,3
zoo,動物園,/zu/,3
zoology,動物學,/zuˈɑlədʒi/,3

